ExperimentID,Scenario,Scenario_label,Humans,ROW_N,RandomPosition,MainActivity,TimeWeightedAverageMetabolicRate_kcal,AverageHumanProduction_crop_units,TotalHumanWorkload_kcal,TotalProductionCargoZone_crop_units,RemainingCropsHumanBags_crop_units,RemainingCropsBoxes_crop_units,RemainingCropsRobot_crop_units,TotalRecollectedCrops_crop_units
HUMAN_ONLY_1_ROW1_harv_ground_RP0_20260522_133033,0,Human-Only,1,1,0,harv_ground,4.95146954393999,101.0,9.87822499999978,90,11,0,0,101
HUMAN_ONLY_1_ROW1_harv_ladder_RP0_20260522_133050,0,Human-Only,1,1,0,harv_ladder,7.6713176801334,71.0,15.2976812500006,60,11,0,0,71
HUMAN_ONLY_1_ROW1_harv_picker_RP0_20260522_133107,0,Human-Only,1,1,0,harv_picker,5.42674764421083,87.0,10.82614375,75,12,0,0,87
HUMAN_ONLY_1_ROW1_harv_mixed_RP0_20260522_133124,0,Human-Only,1,1,0,harv_mixed,4.95146954393999,101.0,9.87822499999978,90,11,0,0,101
HUMAN_ONLY_1_ROW1_harv_ground_RP1_20260522_133141,0,Human-Only,1,1,1,harv_ground,4.95616908579754,105.0,9.91394999999974,90,15,0,0,105
HUMAN_ONLY_1_ROW1_harv_ladder_RP1_20260522_133158,0,Human-Only,1,1,1,harv_ladder,7.73750055185353,73.0,15.4670812500006,60,13,0,0,73
HUMAN_ONLY_1_ROW1_harv_picker_RP1_20260522_133214,0,Human-Only,1,1,1,harv_picker,5.44456947625998,90.0,10.882875,75,15,0,0,90
HUMAN_ONLY_1_ROW1_harv_mixed_RP1_20260522_133231,0,Human-Only,1,1,1,harv_mixed,4.95616908579754,105.0,9.91394999999974,90,15,0,0,105
HUMAN_ONLY_1_ROW2_harv_ground_RP0_20260522_133248,0,Human-Only,1,2,0,harv_ground,4.94409995835066,90.0,9.85438749999984,90,0,0,0,90
HUMAN_ONLY_1_ROW2_harv_ladder_RP0_20260522_133306,0,Human-Only,1,2,0,harv_ladder,7.53549593919212,66.0,14.9104812500005,60,6,0,0,66
HUMAN_ONLY_1_ROW2_harv_picker_RP0_20260522_133323,0,Human-Only,1,2,0,harv_picker,5.39248358756778,79.0,10.7081437500001,75,4,0,0,79
HUMAN_ONLY_1_ROW2_harv_mixed_RP0_20260522_133340,0,Human-Only,1,2,0,harv_mixed,4.94409995835066,90.0,9.85438749999984,90,0,0,0,90
HUMAN_ONLY_1_ROW2_harv_ground_RP1_20260522_133357,0,Human-Only,1,2,1,harv_ground,4.94409995835066,90.0,9.85438749999984,90,0,0,0,90
HUMAN_ONLY_1_ROW2_harv_ladder_RP1_20260522_133414,0,Human-Only,1,2,1,harv_ladder,7.53549593919212,66.0,14.9104812500005,60,6,0,0,66
HUMAN_ONLY_1_ROW2_harv_picker_RP1_20260522_133431,0,Human-Only,1,2,1,harv_picker,5.39248358756778,79.0,10.7081437500001,75,4,0,0,79
HUMAN_ONLY_1_ROW2_harv_mixed_RP1_20260522_133448,0,Human-Only,1,2,1,harv_mixed,4.94409995835066,90.0,9.85438749999984,90,0,0,0,90
HUMAN_ONLY_1_ROW3_harv_ground_RP0_20260522_133506,0,Human-Only,1,3,0,harv_ground,4.93337468763011,81.0,9.80623749999982,75,6,0,0,81
HUMAN_ONLY_1_ROW3_harv_ladder_RP0_20260522_133523,0,Human-Only,1,3,0,harv_ladder,7.34841718034164,60.0,14.4009125000005,60,0,0,0,60
HUMAN_ONLY_1_ROW3_harv_picker_RP0_20260522_133540,0,Human-Only,1,3,0,harv_picker,5.34391001145365,75.0,10.6616250000001,60,15,0,0,75
HUMAN_ONLY_1_ROW3_harv_mixed_RP0_20260522_133558,0,Human-Only,1,3,0,harv_mixed,4.93337468763011,81.0,9.80623749999982,75,6,0,0,81
HUMAN_ONLY_1_ROW3_harv_ground_RP1_20260522_133615,0,Human-Only,1,3,1,harv_ground,4.93294335693457,79.0,9.79798749999983,75,4,0,0,79
HUMAN_ONLY_1_ROW3_harv_ladder_RP1_20260522_133632,0,Human-Only,1,3,1,harv_ladder,7.32415533111215,60.0,14.4331125000005,60,0,0,0,60
HUMAN_ONLY_1_ROW3_harv_picker_RP1_20260522_133649,0,Human-Only,1,3,1,harv_picker,5.33765678883807,74.0,10.6307687500001,60,14,0,0,74
HUMAN_ONLY_1_ROW3_harv_mixed_RP1_20260522_133706,0,Human-Only,1,3,1,harv_mixed,4.93294335693457,79.0,9.79798749999983,75,4,0,0,79
HUMAN_ONLY_3_ROW1_harv_ground_RP0_20260522_133725,0,Human-Only,3,1,0,harv_ground,4.97705131021788,111.333333333333,29.828149999999,300,34,0,0,334
HUMAN_ONLY_3_ROW1_harv_ladder_RP0_20260522_133744,0,Human-Only,3,1,0,harv_ladder,7.96441036460518,74.6666666666667,47.585393750002,210,14,0,0,224
HUMAN_ONLY_3_ROW1_harv_picker_RP0_20260522_133803,0,Human-Only,3,1,0,harv_picker,5.51122798313211,94.0,33.01078125,255,27,0,0,282
HUMAN_ONLY_3_ROW1_harv_mixed_RP0_20260522_133822,0,Human-Only,3,1,0,harv_mixed,6.19047591541726,91.6666666666667,37.0074000000004,255,20,0,0,275
HUMAN_ONLY_3_ROW1_harv_ground_RP1_20260522_133841,0,Human-Only,3,1,1,harv_ground,4.97233241878377,108.666666666667,29.820849999999,300,26,0,0,326
HUMAN_ONLY_3_ROW1_harv_ladder_RP1_20260522_133859,0,Human-Only,3,1,1,harv_ladder,7.92267061901306,74.3333333333333,47.4349687500021,195,28,0,0,223
HUMAN_ONLY_3_ROW1_harv_picker_RP1_20260522_133918,0,Human-Only,3,1,1,harv_picker,5.49831181538951,92.3333333333333,32.95368125,255,22,0,0,277
HUMAN_ONLY_3_ROW1_harv_mixed_RP1_20260522_133937,0,Human-Only,3,1,1,harv_mixed,6.17318565094412,90.3333333333333,36.9292937500004,255,16,0,0,271
HUMAN_ONLY_3_ROW2_harv_ground_RP0_20260522_133956,0,Human-Only,3,2,0,harv_ground,4.95518129945852,96.0,29.6578624999993,270,18,0,0,288
HUMAN_ONLY_3_ROW2_harv_ladder_RP0_20260522_134014,0,Human-Only,3,2,0,harv_ladder,7.70459428102887,68.6666666666667,45.9656437500019,180,26,0,0,206
HUMAN_ONLY_3_ROW2_harv_picker_RP0_20260522_134033,0,Human-Only,3,2,0,harv_picker,5.43827873195205,83.3333333333333,32.5005562500001,225,25,0,0,250
HUMAN_ONLY_3_ROW2_harv_mixed_RP0_20260522_134052,0,Human-Only,3,2,0,harv_mixed,6.05716338678335,82.0,36.2361125000005,225,21,0,0,246
HUMAN_ONLY_3_ROW2_harv_ground_RP1_20260522_134111,0,Human-Only,3,2,1,harv_ground,4.95082046543103,91.6666666666667,29.6434249999994,270,5,0,0,275
HUMAN_ONLY_3_ROW2_harv_ladder_RP1_20260522_134130,0,Human-Only,3,2,1,harv_ladder,7.63925289549506,66.3333333333333,45.4332437500018,180,19,0,0,199
HUMAN_ONLY_3_ROW2_harv_picker_RP1_20260522_134149,0,Human-Only,3,2,1,harv_picker,5.4210849758782,80.0,32.3383062500002,225,15,0,0,240
HUMAN_ONLY_3_ROW2_harv_mixed_RP1_20260522_134208,0,Human-Only,3,2,1,harv_mixed,6.02436889577266,78.6666666666667,35.9560875000005,225,11,0,0,236
HUMAN_ONLY_3_ROW3_harv_ground_RP0_20260522_134227,0,Human-Only,3,3,0,harv_ground,4.9388814452311,83.3333333333333,29.4908999999994,225,25,0,0,250
HUMAN_ONLY_3_ROW3_harv_ladder_RP0_20260522_134246,0,Human-Only,3,3,0,harv_ladder,7.45249102630861,60.0,43.7297375000015,180,0,0,0,180
HUMAN_ONLY_3_ROW3_harv_picker_RP0_20260522_134305,0,Human-Only,3,3,0,harv_picker,5.37250890687917,75.0,32.2077687500002,180,45,0,0,225
HUMAN_ONLY_3_ROW3_harv_mixed_RP0_20260522_134324,0,Human-Only,3,3,0,harv_mixed,5.93529037467033,72.0,35.1948125000004,195,21,0,0,216
HUMAN_ONLY_3_ROW3_harv_ground_RP1_20260522_134343,0,Human-Only,3,3,1,harv_ground,4.93701384666106,78.3333333333333,29.4352124999994,225,10,0,0,235
HUMAN_ONLY_3_ROW3_harv_ladder_RP1_20260522_134402,0,Human-Only,3,3,1,harv_ladder,7.39516975218671,60.0,43.7814125000015,165,15,0,0,180
HUMAN_ONLY_3_ROW3_harv_picker_RP1_20260522_134421,0,Human-Only,3,3,1,harv_picker,5.35701493822027,73.3333333333333,32.0129937500002,180,40,0,0,220
HUMAN_ONLY_3_ROW3_harv_mixed_RP1_20260522_134439,0,Human-Only,3,3,1,harv_mixed,5.90854670449818,70.0,35.0602312500004,195,15,0,0,210
HUMAN_ONLY_6_ROW1_harv_ground_RP0_20260522_134501,0,Human-Only,6,1,0,harv_ground,4.97501311345959,110.166666666667,59.626112499998,600,61,0,0,661
HUMAN_ONLY_6_ROW1_harv_ladder_RP0_20260522_134522,0,Human-Only,6,1,0,harv_ladder,7.94387834365904,74.6666666666667,95.0384437500039,405,43,0,0,448
HUMAN_ONLY_6_ROW1_harv_picker_RP0_20260522_134543,0,Human-Only,6,1,0,harv_picker,5.50510622006464,93.1666666666667,65.94849375,510,49,0,0,559
HUMAN_ONLY_6_ROW1_harv_mixed_RP0_20260522_134604,0,Human-Only,6,1,0,harv_mixed,6.15686355468213,92.6666666666667,73.7549312500007,495,61,0,0,556
HUMAN_ONLY_6_ROW1_harv_ground_RP1_20260522_134626,0,Human-Only,6,1,1,harv_ground,4.96594573788693,103.833333333333,59.5027624999983,585,38,0,0,623
HUMAN_ONLY_6_ROW1_harv_ladder_RP1_20260522_134647,0,Human-Only,6,1,1,harv_ladder,7.84227407243524,72.6666666666667,93.856775000004,375,61,0,0,436
HUMAN_ONLY_6_ROW1_harv_picker_RP1_20260522_134708,0,Human-Only,6,1,1,harv_picker,5.47605978021319,89.0,65.5739937500001,495,39,0,0,534
HUMAN_ONLY_6_ROW1_harv_mixed_RP1_20260522_134729,0,Human-Only,6,1,1,harv_mixed,6.08557475140572,89.5,72.9079562500008,480,57,0,0,537
HUMAN_ONLY_6_ROW2_harv_ground_RP0_20260522_134750,0,Human-Only,6,2,0,harv_ground,4.95445143690125,95.5,59.2900624999987,540,33,0,0,573
HUMAN_ONLY_6_ROW2_harv_ladder_RP0_20260522_134811,0,Human-Only,6,2,0,harv_ladder,7.695951296335,68.5,91.8344875000037,360,51,0,0,411
HUMAN_ONLY_6_ROW2_harv_picker_RP0_20260522_134832,0,Human-Only,6,2,0,harv_picker,5.43578169686251,83.1666666666667,64.9716125000003,450,49,0,0,499
HUMAN_ONLY_6_ROW2_harv_mixed_RP0_20260522_134853,0,Human-Only,6,2,0,harv_mixed,6.03766817385124,82.1666666666667,72.1796625000009,450,43,0,0,493
HUMAN_ONLY_6_ROW2_harv_ground_RP1_20260522_134914,0,Human-Only,6,2,1,harv_ground,4.9479078968832,90.6666666666667,59.3119999999987,510,34,0,0,544
HUMAN_ONLY_6_ROW2_harv_ladder_RP1_20260522_134936,0,Human-Only,6,2,1,harv_ladder,7.59697076565333,64.8333333333333,90.1162875000034,360,29,0,0,389
HUMAN_ONLY_6_ROW2_harv_picker_RP1_20260522_134957,0,Human-Only,6,2,1,harv_picker,5.41067371147448,78.1666666666667,64.5491250000005,450,19,0,0,469
HUMAN_ONLY_6_ROW2_harv_mixed_RP1_20260522_135018,0,Human-Only,6,2,1,harv_mixed,5.98119277254275,77.8333333333333,71.2530750000009,450,17,0,0,467
HUMAN_ONLY_6_ROW3_harv_ground_RP0_20260522_135039,0,Human-Only,6,3,0,harv_ground,4.93852284204493,83.3333333333333,58.9776749999987,450,50,0,0,500
HUMAN_ONLY_6_ROW3_harv_ladder_RP0_20260522_135100,0,Human-Only,6,3,0,harv_ladder,7.44733716897486,60.0,87.3525125000029,360,0,0,0,360
HUMAN_ONLY_6_ROW3_harv_picker_RP0_20260522_135121,0,Human-Only,6,3,0,harv_picker,5.37113278191387,75.0,64.4042750000003,360,90,0,0,450
HUMAN_ONLY_6_ROW3_harv_mixed_RP0_20260522_135143,0,Human-Only,6,3,0,harv_mixed,5.92360826131479,72.8333333333333,70.2151687500007,390,47,0,0,437
HUMAN_ONLY_6_ROW3_harv_ground_RP1_20260522_135212,0,Human-Only,6,3,1,harv_ground,4.9363721791267,77.0,58.8953749999989,450,12,0,0,462
HUMAN_ONLY_6_ROW3_harv_ladder_RP1_20260522_135254,0,Human-Only,6,3,1,harv_ladder,7.36937891026321,60.0,87.528500000003,300,60,0,0,360
HUMAN_ONLY_6_ROW3_harv_picker_RP1_20260522_135322,0,Human-Only,6,3,1,harv_picker,5.35082405985362,72.1666666666667,63.8935000000004,360,73,0,0,433
HUMAN_ONLY_6_ROW3_harv_mixed_RP1_20260522_135353,0,Human-Only,6,3,1,harv_mixed,5.88355366687496,70.0,70.1069375000008,360,60,0,0,420
HUMAN_ONLY_8_ROW1_harv_ground_RP0_20260522_135416,0,Human-Only,8,1,0,harv_ground,4.97350947066319,109.75,79.4663124999974,810,68,0,0,878
HUMAN_ONLY_8_ROW1_harv_ladder_RP0_20260522_135440,0,Human-Only,8,1,0,harv_ladder,7.92490469107939,74.625,126.383181250005,540,57,0,0,597
HUMAN_ONLY_8_ROW1_harv_picker_RP0_20260522_135503,0,Human-Only,8,1,0,harv_picker,5.49964519210754,93.25,87.8389312500001,675,71,0,0,746
HUMAN_ONLY_8_ROW1_harv_mixed_RP0_20260522_135527,0,Human-Only,8,1,0,harv_mixed,5.8598973015801,96.625,93.5951312500001,705,68,0,0,773
HUMAN_ONLY_8_ROW1_harv_ground_RP1_20260522_135551,0,Human-Only,8,1,1,harv_ground,4.96720381611822,105.625,79.3594624999977,795,50,0,0,845
HUMAN_ONLY_8_ROW1_harv_ladder_RP1_20260522_135614,0,Human-Only,8,1,1,harv_ladder,7.85652940929575,73.375,125.364862500005,510,77,0,0,587
HUMAN_ONLY_8_ROW1_harv_picker_RP1_20260522_135637,0,Human-Only,8,1,1,harv_picker,5.47989969674103,90.5,87.5145812500001,660,64,0,0,724
HUMAN_ONLY_8_ROW1_harv_mixed_RP1_20260522_135700,0,Human-Only,8,1,1,harv_mixed,5.80692557625731,94.875,92.7646562500002,690,69,0,0,759
HUMAN_ONLY_8_ROW2_harv_ground_RP0_20260522_135726,0,Human-Only,8,2,0,harv_ground,4.95360240004161,96.0,79.1581374999982,705,63,0,0,768
HUMAN_ONLY_8_ROW2_harv_ladder_RP0_20260522_135759,0,Human-Only,8,2,0,harv_ladder,7.68472944053272,68.625,122.260450000005,480,69,0,0,549
HUMAN_ONLY_8_ROW2_harv_picker_RP0_20260522_135823,0,Human-Only,8,2,0,harv_picker,5.4326974994144,83.125,86.5832937500004,600,65,0,0,665
HUMAN_ONLY_8_ROW2_harv_mixed_RP0_20260522_135846,0,Human-Only,8,2,0,harv_mixed,5.7660149527541,86.0,92.0477375000004,615,73,0,0,688
HUMAN_ONLY_8_ROW2_harv_ground_RP1_20260522_135911,0,Human-Only,8,2,1,harv_ground,4.94796846951787,91.875,79.1226749999982,675,60,0,0,735
HUMAN_ONLY_8_ROW2_harv_ladder_RP1_20260522_135936,0,Human-Only,8,2,1,harv_ladder,7.60087640403751,65.625,120.348650000005,480,45,0,0,525
HUMAN_ONLY_8_ROW2_harv_picker_RP1_20260522_140000,0,Human-Only,8,2,1,harv_picker,5.41125721248968,79.125,86.0907875000006,600,33,0,0,633
HUMAN_ONLY_8_ROW2_harv_mixed_RP1_20260522_140023,0,Human-Only,8,2,1,harv_mixed,5.72293212626253,82.25,91.0637500000004,615,43,0,0,658
HUMAN_ONLY_8_ROW3_harv_ground_RP0_20260522_140057,0,Human-Only,8,3,0,harv_ground,4.93796073445955,83.5,78.6580124999983,600,68,0,0,668
HUMAN_ONLY_8_ROW3_harv_ladder_RP0_20260522_140121,0,Human-Only,8,3,0,harv_ladder,7.43695082875637,60.25,116.550893750004,480,2,0,0,482
HUMAN_ONLY_8_ROW3_harv_picker_RP0_20260522_140154,0,Human-Only,8,3,0,harv_picker,5.36843704706381,74.75,85.7173187500005,495,103,0,0,598
HUMAN_ONLY_8_ROW3_harv_mixed_RP0_20260522_140222,0,Human-Only,8,3,0,harv_mixed,5.67677479891194,75.625,89.8955062500003,540,65,0,0,605
HUMAN_ONLY_8_ROW3_harv_ground_RP1_20260522_140246,0,Human-Only,8,3,1,harv_ground,4.9359378631299,78.0,78.5160999999985,600,24,0,0,624
HUMAN_ONLY_8_ROW3_harv_ladder_RP1_20260522_140310,0,Human-Only,8,3,1,harv_ladder,7.3679116484669,60.0,116.499687500004,405,75,0,0,480
HUMAN_ONLY_8_ROW3_harv_picker_RP1_20260522_140333,0,Human-Only,8,3,1,harv_picker,5.35044492464086,72.5,85.2513687500005,480,100,0,0,580
HUMAN_ONLY_8_ROW3_harv_mixed_RP1_20260522_140356,0,Human-Only,8,3,1,harv_mixed,5.64632397894109,72.75,89.7276625000004,510,72,0,0,582
HUMAN_ONLY_10_ROW1_harv_ground_RP0_20260522_140422,0,Human-Only,10,1,0,harv_ground,4.97163881455636,108.5,99.3149624999968,1005,80,0,0,1085
HUMAN_ONLY_10_ROW1_harv_ladder_RP0_20260522_140447,0,Human-Only,10,1,0,harv_ladder,7.90183684922964,73.8,157.364918750006,675,63,0,0,738
HUMAN_ONLY_10_ROW1_harv_picker_RP0_20260522_140512,0,Human-Only,10,1,0,harv_picker,5.49319058959817,92.2,109.62169375,840,82,0,0,922
HUMAN_ONLY_10_ROW1_harv_mixed_RP0_20260522_140538,0,Human-Only,10,1,0,harv_mixed,6.2498309376302,91.4,124.576868750001,840,74,0,0,914
HUMAN_ONLY_10_ROW1_harv_ground_RP1_20260522_140603,0,Human-Only,10,1,1,harv_ground,4.96968219075379,107.3,99.256587499997,1005,68,0,0,1073
HUMAN_ONLY_10_ROW1_harv_ladder_RP1_20260522_140628,0,Human-Only,10,1,1,harv_ladder,7.88234582179315,74.1,157.248050000007,645,96,0,0,741
HUMAN_ONLY_10_ROW1_harv_picker_RP1_20260522_140657,0,Human-Only,10,1,1,harv_picker,5.48747931460858,91.5,109.54434375,840,75,0,0,915
HUMAN_ONLY_10_ROW1_harv_mixed_RP1_20260522_140723,0,Human-Only,10,1,1,harv_mixed,6.2426627553624,91.3,124.647843750002,825,88,0,0,913
HUMAN_ONLY_10_ROW2_harv_ground_RP0_20260522_140748,0,Human-Only,10,2,0,harv_ground,4.95214868700537,95.1,98.8764249999977,870,81,0,0,951
HUMAN_ONLY_10_ROW2_harv_ladder_RP0_20260522_140813,0,Human-Only,10,2,0,harv_ladder,7.66364012677023,68.0,152.163631250006,600,80,0,0,680
HUMAN_ONLY_10_ROW2_harv_picker_RP0_20260522_140838,0,Human-Only,10,2,0,harv_picker,5.42704821636827,82.6,108.173925,735,91,0,0,826
HUMAN_ONLY_10_ROW2_harv_mixed_RP0_20260522_140916,0,Human-Only,10,2,0,harv_mixed,6.12866853654733,81.9,121.950918750002,735,84,0,0,819
HUMAN_ONLY_10_ROW2_harv_ground_RP1_20260522_140954,0,Human-Only,10,2,1,harv_ground,4.94957873750516,93.0,98.9847999999977,855,75,0,0,930
HUMAN_ONLY_10_ROW2_harv_ladder_RP1_20260522_141023,0,Human-Only,10,2,1,harv_ladder,7.62344285245744,66.4,151.014518750006,600,64,0,0,664
HUMAN_ONLY_10_ROW2_harv_picker_RP1_20260522_141059,0,Human-Only,10,2,1,harv_picker,5.41715610865274,80.0,107.742956250001,765,35,0,0,800
HUMAN_ONLY_10_ROW2_harv_mixed_RP1_20260522_141137,0,Human-Only,10,2,1,harv_mixed,6.12108743023746,79.7,121.729618750002,735,62,0,0,797
HUMAN_ONLY_10_ROW3_harv_ground_RP0_20260522_141202,0,Human-Only,10,3,0,harv_ground,4.93728659152432,82.8,98.3916124999979,735,93,0,0,828
HUMAN_ONLY_10_ROW3_harv_ladder_RP0_20260522_141227,0,Human-Only,10,3,0,harv_ladder,7.41865154675147,60.2,145.525693750005,585,17,0,0,602
HUMAN_ONLY_10_ROW3_harv_picker_RP0_20260522_141303,0,Human-Only,10,3,0,harv_picker,5.36411886219293,73.9,107.019400000001,615,124,0,0,739
HUMAN_ONLY_10_ROW3_harv_mixed_RP0_20260522_141342,0,Human-Only,10,3,0,harv_mixed,6.01051072287593,72.5,118.870306250001,645,80,0,0,725
HUMAN_ONLY_10_ROW3_harv_ground_RP1_20260522_141420,0,Human-Only,10,3,1,harv_ground,4.93660889941686,79.1,98.2309999999981,750,41,0,0,791
HUMAN_ONLY_10_ROW3_harv_ladder_RP1_20260522_141458,0,Human-Only,10,3,1,harv_ladder,7.38376344049366,60.4,145.950143750005,510,94,0,0,604
HUMAN_ONLY_10_ROW3_harv_picker_RP1_20260522_141537,0,Human-Only,10,3,1,harv_picker,5.35456422376102,72.7,106.588806250001,615,112,0,0,727
HUMAN_ONLY_10_ROW3_harv_mixed_RP1_20260522_141615,0,Human-Only,10,3,1,harv_mixed,6.00649330487302,70.6,119.178118750001,615,91,0,0,706
HUMAN_ONLY_12_ROW1_harv_ground_RP0_20260522_141656,0,Human-Only,12,1,0,harv_ground,4.97177106847834,108.083333333333,119.175987499996,1200,97,0,0,1297
HUMAN_ONLY_12_ROW1_harv_ladder_RP0_20260522_141724,0,Human-Only,12,1,0,harv_ladder,7.90365777258622,73.5833333333333,188.873006250008,810,73,0,0,883
HUMAN_ONLY_12_ROW1_harv_picker_RP0_20260522_141751,0,Human-Only,12,1,0,harv_picker,5.49399382939409,91.9166666666667,131.56228125,1005,98,0,0,1103
HUMAN_ONLY_12_ROW1_harv_mixed_RP0_20260522_141818,0,Human-Only,12,1,0,harv_mixed,6.12452745275412,91.25,146.517456250001,1005,90,0,0,1095
HUMAN_ONLY_12_ROW1_harv_ground_RP1_20260522_141845,0,Human-Only,12,1,1,harv_ground,4.96985016963411,106.666666666667,119.100699999996,1200,80,0,0,1280
HUMAN_ONLY_12_ROW1_harv_ladder_RP1_20260522_141911,0,Human-Only,12,1,1,harv_ladder,7.88235601160121,73.75,188.592787500008,780,105,0,0,885
HUMAN_ONLY_12_ROW1_harv_picker_RP1_20260522_141938,0,Human-Only,12,1,1,harv_picker,5.48798202615238,91.0,131.43478125,1005,87,0,0,1092
HUMAN_ONLY_12_ROW1_harv_mixed_RP1_20260522_142018,0,Human-Only,12,1,1,harv_mixed,6.1173015601139,90.8333333333333,146.538281250002,990,100,0,0,1090
HUMAN_ONLY_12_ROW2_harv_ground_RP0_20260522_142059,0,Human-Only,12,2,0,harv_ground,4.95186254989236,94.5833333333333,118.620699999997,1035,100,0,0,1135
HUMAN_ONLY_12_ROW2_harv_ladder_RP0_20260522_142140,0,Human-Only,12,2,0,harv_ladder,7.65848507653074,67.5833333333333,182.395993750007,720,91,0,0,811
HUMAN_ONLY_12_ROW2_harv_picker_RP0_20260522_142222,0,Human-Only,12,2,0,harv_picker,5.42632030555854,82.0833333333333,129.804518750001,885,100,0,0,985
HUMAN_ONLY_12_ROW2_harv_mixed_RP0_20260522_142250,0,Human-Only,12,2,0,harv_mixed,6.01100390570775,81.5,143.581512500002,885,93,0,0,978
HUMAN_ONLY_12_ROW2_harv_ground_RP1_20260522_142317,0,Human-Only,12,2,1,harv_ground,4.95013152505896,93.3333333333333,118.748874999997,1020,100,0,0,1120
HUMAN_ONLY_12_ROW2_harv_ladder_RP1_20260522_142344,0,Human-Only,12,2,1,harv_ladder,7.63120088396341,66.5,181.440481250007,720,78,0,0,798
HUMAN_ONLY_12_ROW2_harv_picker_RP1_20260522_142411,0,Human-Only,12,2,1,harv_picker,5.41973261618432,80.25,129.432550000001,915,48,0,0,963
